clean_number,event_number,axis_scatter,numb_pix,energy,size,Xc[0],Yc[0],con2,length[0],width[0],dist[0],dist[1],azwidth[1],miss[1],alpha[0],alpha[1],a_axis[0],b_axis[0],x_max_coord,y_max_coord,skewness_l,kurtosis_l,skewness_w,kurtosis_w,con1,con3,edge,source_x,source_y,x_ground,y_ground,tel_tet,tel_fi,source_tet,source_fi,Xmax,num_islands,con_selected_island
4351,1902,4,15,58.7286,579.079,0.607606,3.03396,0.4474,0.533643,0.158688,3.09421,2.18371,0.159537,0.0704282,15.6255,1.8482,-13.2972,92.151,0.5427,2.81995,0.518472,103.156,0.577229,1.43469,0.238641,0.545646,0,0.841511,0.862813,-313.959,-94.8256,0.554168,6.45691,0.538927,0.202343,411.781,1,1
4352,1902,6,11,58.7286,567.119,2.92826,1.43681,0.348389,0.546465,0.125539,3.26177,2.16425,0.125578,0.0127734,10.4178,0.338161,0.281425,5.08061,2.5326,1.25331,0.222881,121.145,-0.182734,0.334041,0.186241,0.472575,0,0.841511,0.862813,-128.991,251.865,0.554168,6.45691,0.538927,0.202343,411.781,1,1
4353,1902,7,17,58.7286,1154.77,2.22058,2.03584,0.329802,0.575016,0.153863,3.01258,1.81048,0.15425,0.0356861,3.25989,1.12942,0.817177,1.83445,2.1708,1.87997,0.685161,177.929,-0.431845,1.53753,0.17708,0.479114,1,0.841511,0.862813,-189.358,134.042,0.554168,6.45691,0.538927,0.202343,411.781,1,1
4354,1903,3,6,49.186,151.655,3.06926,-0.231907,0.547473,0.396236,0.103965,3.07801,2.48234,0.110839,0.249464,27.6141,5.7677,-0.623295,13.9398,2.8944,0,0.426478,29.4305,-0.398536,0.17076,0.308167,0.714681,1,0.841332,0.862793,323.958,243.522,0.550719,5.87749,0.535477,-0.376917,394.226,1,1
4355,1903,4,5,49.186,213.965,2.28127,2.30761,0.622915,0.298116,0.108294,3.24488,2.03983,0.114407,0.270972,7.86573,7.63375,0.766305,4.63897,2.5326,2.50662,-0.615629,11.2415,0.502023,0.207081,0.35073,0.80744,0,0.841332,0.862793,-162.401,330.515,0.550719,5.87749,0.535477,-0.376917,394.226,1,1
4356,1905,4,5,107.831,152.827,-0.991011,3.63282,0.569363,0.399066,0.0656814,3.76556,3.32355,0.0867154,0.478045,10.0131,8.26987,-2.11822,12.7168,-0.9045,3.4466,0.164997,27.8796,2.55145,0.105038,0.323418,0.759683,1,0.845391,0.862692,-564.58,-212.872,0.651049,6.1498,0.635843,-0.108537,423.407,1,1
4357,1906,3,28,151.364,1421.29,-2.45003,-0.607727,0.195353,0.911841,0.189204,2.52428,3.60661,0.189415,0.0361211,9.55603,0.573841,0.434543,3.78868,-1.6281,-0.313328,0.245575,833.736,-0.155626,2.63587,0.102319,0.287644,1,0.843215,0.862712,-0.861484,-309.28,0.58747,5.78786,0.572243,-0.468147,610.241,1,1
4358,1907,1,11,179.052,821.293,2.90627,-0.779667,0.400837,0.454506,0.137868,3.00903,2.63829,0.139241,0.118821,26.0663,2.5813,-0.871847,14.5452,3.0753,-0.939984,-0.243401,54.5047,0.350512,0.550425,0.248974,0.538329,1,0.841583,0.862786,344.662,14.1603,0.558009,5.50134,0.54277,-0.753407,556.873,1,1
4359,1907,7,34,179.052,1965.38,-0.270982,-2.08103,0.228277,0.959024,0.180357,2.0986,3.14704,0.180473,0.0215406,12.892,0.392177,2.70175,-11.185,0,-1.25331,0.502976,1214.27,-0.108935,2.3717,0.122529,0.32444,1,0.841583,0.862786,157.014,-301.323,0.558009,5.50134,0.54277,-0.753407,556.873,1,1
4360,1907,9,10,179.052,362.884,0.926989,-2.48393,0.354372,0.562604,0.117778,2.65126,3.3478,0.118464,0.0774663,20.3294,1.32591,-421.547,3219.61,0.9045,-2.19329,0.1041,116.531,-0.129764,0.25493,0.205325,0.46042,0,0.841583,0.862786,368.394,-347.91,0.558009,5.50134,0.54277,-0.753407,556.873,1,1
4361,1908,8,5,47.0125,167.874,2.23186,2.27863,0.532578,0.300481,0.112065,3.18957,1.98049,0.119657,0.297954,8.60827,8.65272,0.753168,4.9558,2.5326,2.50662,-0.367673,10.462,0.383775,0.212649,0.26732,0.778644,0,0.847137,0.862695,43.8539,413.059,0.697906,5.26154,0.682713,-0.998207,363.301,1,1
4362,1909,3,8,192.541,310.04,1.23947,3.53691,0.550306,0.514958,0.110552,3.7478,2.7035,0.113954,0.148566,7.70594,3.15017,4.86881,-20.7118,1.0854,3.13328,-0.0408284,83.7544,-2.42433,0.951018,0.303541,0.752038,1,0.841906,0.862802,-424.936,315.136,0.564037,5.73351,0.5488,-0.521507,402.852,1,1
4363,1909,4,39,192.541,3798.49,-0.964505,1.25006,0.370008,0.734574,0.18283,1.5789,1.84746,0.183541,0.0419126,41.5474,1.29996,-0.19076,8.83974,-0.7236,1.25331,1.18484,729.471,-0.255934,3.74183,0.21346,0.508527,1,0.841906,0.862802,-155.775,-161.536,0.564037,5.73351,0.5488,-0.521507,402.852,1,1
4364,1909,7,26,192.541,2430.24,0.504905,3.00734,0.300684,0.639421,0.169132,3.04943,2.17085,0.16939,0.0329203,19.3301,0.868906,-5.78965,49.1755,0.5427,2.81995,0.457762,253.597,0.0816702,1.86626,0.187362,0.413839,1,0.841906,0.862802,-295.414,123.527,0.564037,5.73351,0.5488,-0.521507,402.852,1,1
4365,1909,9,25,192.541,1309.18,1.77217,-1.74431,0.234091,0.823955,0.158697,2.48661,2.76811,0.160097,0.0723287,27.3138,1.49727,-3.05228,30.3885,1.6281,-1.56664,0.486489,697.277,-0.0824307,1.06964,0.129288,0.335166,1,0.841906,0.862802,415.166,-106.46,0.564037,5.73351,0.5488,-0.521507,402.852,1,1
4366,1910,0,11,132.372,200.651,-2.49049,-1.23226,0.384199,0.530147,0.138375,2.77867,3.94058,0.138764,0.0799687,6.95356,1.16282,0.656358,3.33655,-2.5326,-1.25331,0.0118093,98.7134,0.465988,0.673146,0.233998,0.509043,0,0.847067,0.862712,516.234,-305.579,0.698882,6.64101,0.683689,0.381233,504.937,1,1
4367,1910,3,22,132.372,2763.52,2.34143,2.24229,0.34645,0.56775,0.158874,3.24194,2.0338,0.159482,0.0518853,2.50992,1.46186,0.877012,1.5658,2.3517,2.19329,0.360245,143.737,0.249838,1.50987,0.204667,0.463381,1,0.847067,0.862712,-230.018,82.1273,0.698882,6.64101,0.683689,0.381233,504.937,1,1
4368,1910,4,24,132.372,2526.03,2.83648,1.22493,0.392426,0.528272,0.176505,3.08968,2.02212,0.177095,0.058646,14.6999,1.66194,0.152256,6.57597,2.5326,1.25331,0.355015,105.843,0.125457,2.45291,0.201217,0.500242,0,0.847067,0.862712,-119.362,186.319,0.698882,6.64101,0.683689,0.381233,504.937,1,1
4369,1910,7,7,132.372,268.221,-0.337399,3.22895,0.577416,0.360895,0.12104,3.24653,2.64614,0.123976,0.208752,16.1011,4.52473,-2.46685,19.8726,-0.5427,3.4466,-0.662961,26.1472,1.02724,0.321729,0.29642,0.698838,1,0.847067,0.862712,-351.932,-324.016,0.698882,6.64101,0.683689,0.381233,504.937,1,1
4370,1912,3,20,166.593,1499.63,0.82717,3.03454,0.342855,0.542766,0.163615,3.14526,2.1718,0.163914,0.0414985,16.7438,1.09486,-38.2841,287.745,0.9045,2.81995,0.215193,110.021,0.292063,1.69251,0.186249,0.48537,1,0.842385,0.86279,-317.445,152.35,0.571657,5.8137,0.556423,-0.441647,402.281,1,1
4371,1912,4,6,166.593,127.761,-2.81757,1.19958,0.548509,0.276925,0.136029,3.0623,3.67541,0.152032,1.03454,1.45599,16.3483,-0.396047,0.693949,-2.8944,1.25331,0.0865692,7.03462,0.0334879,0.385202,0.331651,0.720369,1,0.842385,0.86279,-322.273,-507.989,0.571657,5.8137,0.556423,-0.441647,402.281,1,1
4372,1912,5,26,166.593,3503.43,-0.796367,0.714611,0.341091,0.579088,0.167691,1.06999,1.64544,0.167948,0.0275625,48.0294,0.959797,0.107338,6.63425,-0.7236,0.626656,0.847278,219.351,0.343612,1.40429,0.176667,0.464782,1,0.842385,0.86279,-71.8639,-195.31,0.571657,5.8137,0.556423,-0.441647,402.281,1,1
4373,1912,7,23,166.593,1311.83,0.906804,-1.52175,0.377685,0.715089,0.146132,1.77145,2.38541,0.146136,0.00361983,29.1561,0.0869456,-35.0457,250.894,0.9045,-0.939984,0.596312,421.755,0.0871128,0.968263,0.230163,0.457867,0,0.842385,0.86279,348.364,-165.331,0.571657,5.8137,0.556423,-0.441647,402.281,1,1
4374,1912,8,11,166.593,349.43,-1.55556,2.97692,0.343042,0.536315,0.132903,3.35884,3.19682,0.14025,0.275635,16.0641,4.94627,-1.04816,11.1645,-1.809,3.13328,0.0244712,99.6639,-0.420436,0.589366,0.174095,0.511756,1,0.842385,0.86279,-512.482,-166.412,0.571657,5.8137,0.556423,-0.441647,402.281,1,1
4375,1913,5,7,46.4366,115.296,-0.255089,-1.5392,0.390855,0.50484,0.12554,1.56019,2.64232,0.125647,0.0279448,14.6153,0.605963,2.24337,-8.01773,-0.5427,-2.19329,0.0229789,59.325,0.783596,0.329498,0.197709,0.55766,0,0.846169,0.862698,537.907,-142.789,0.679154,6.37736,0.663956,0.118143,364.022,1,1
4376,1913,7,7,46.4366,181.976,-1.57581,0.519885,0.432315,0.524238,0.0929659,1.65935,2.44612,0.102941,0.209585,31.23,4.91517,0.230343,7.32058,-1.0854,0.626656,0.141607,82.1911,-0.00147075,0.108305,0.242851,0.62051,0,0.846169,0.862698,121.952,-402.189,0.679154,6.37736,0.663956,0.118143,364.022,1,1
4377,1914,1,11,40.5482,297.163,-1.10338,1.8826,0.435047,0.443656,0.16228,2.18212,2.19607,0.164501,0.143286,28.2143,3.74101,-0.610673,10.0231,-1.0854,1.87997,0.12938,47.4701,0.620561,2.08828,0.271619,0.575129,0,0.841532,0.862782,-297.402,-184.698,0.55776,5.80214,0.542521,-0.452597,380.804,1,1
4378,1914,2,10,40.5482,216.754,-0.211679,-1.37564,0.405252,0.441295,0.146567,1.39183,2.47382,0.14681,0.0501926,15.2872,1.16259,2.24234,-7.47083,-0.1809,-1.56664,0.0922064,47.0723,0.422596,0.410122,0.258454,0.508983,0,0.841532,0.862782,284.118,-329.029,0.55776,5.80214,0.542521,-0.452597,380.804,1,1
4379,1914,7,8,40.5482,295.658,1.37821,-0.926159,0.35767,0.398161,0.142662,1.66049,1.86771,0.143976,0.0974848,42.3916,2.99191,-4.09989,39.1738,1.4472,-1.25331,0.159376,29.0198,-0.134366,0.498505,0.182742,0.517331,0,0.841532,0.862782,331.398,-79.5607,0.55776,5.80214,0.542521,-0.452597,380.804,1,1
4380,1916,0,29,157.686,5191.61,2.32735,1.28595,0.472418,0.56438,0.162179,2.65899,1.5451,0.164422,0.0773496,15.8975,2.8695,0.231323,6.19882,2.1708,1.25331,0.930351,203.677,-0.250379,2.0803,0.260654,0.603107,1,0.841325,0.862803,116.018,133.028,0.551127,5.27205,0.535885,-0.982377,435.92,1,1
4381,1916,3,17,157.686,813.759,1.52785,3.49095,0.332691,0.528214,0.168904,3.81066,2.71634,0.168904,0.0023072,8.9487,0.0486657,3.81491,-19.3837,1.4472,3.13328,0.0996377,93.5892,0.0153526,1.44925,0.194711,0.446154,1,0.841325,0.862803,-141.671,392.634,0.551127,5.27205,0.535885,-0.982377,435.92,1,1
4382,1916,5,9,157.686,276.266,1.83295,3.57929,0.44822,0.437547,0.139548,4.02132,2.89182,0.140596,0.119507,4.69438,2.36848,2.42348,-7.15438,1.9899,4.07327,-0.554541,46.7865,-0.455388,0.413004,0.238183,0.579655,1,0.841325,0.862803,-133.934,508.667,0.551127,5.27205,0.535885,-0.982377,435.92,1,1
4383,1916,6,27,157.686,4138.06,0.888131,2.59817,0.393656,0.572043,0.17105,2.74577,1.736,0.171068,0.00798502,17.5905,0.263543,44.7039,-307.668,0.9045,2.19329,0.672819,182.299,0.0614419,2.14188,0.254534,0.496362,1,0.841325,0.862803,-120.392,194.204,0.551127,5.27205,0.535885,-0.982377,435.92,1,1
4384,1916,9,6,157.686,109.001,-2.41835,-1.38905,0.458363,0.377425,0.109649,2.78889,3.96186,0.119083,0.509593,12.1555,7.39013,0.901277,6.55522,-2.7135,-1.56664,-0.0895565,25.5922,-0.12996,0.175861,0.250924,0.629536,0,0.841325,0.862803,-216.336,-638.574,0.551127,5.27205,0.535885,-0.982377,435.92,1,1
4385,1917,2,10,68.381,304.802,1.2796,3.52083,0.418865,0.565238,0.135202,3.74615,2.6939,0.14088,0.194349,6.47765,4.13714,4.16678,-15.0164,1.0854,3.13328,-0.0202606,113.64,-1.24868,0.86877,0.236104,0.60037,1,0.841553,0.862778,-349.352,-162.895,0.560118,6.82163,0.54488,0.566783,489.414,1,1
4386,1917,5,8,68.381,108.668,-2.15013,-1.84705,0.373155,0.415743,0.150299,2.83455,4.0365,0.150921,0.14257,0.518184,2.02412,0.843445,-0.278079,-2.1708,-1.87997,0.00414405,31.2886,-0.00670091,0.54779,0.205608,0.503672,1,0.841553,0.862778,504.576,-110.165,0.560118,6.82163,0.54488,0.566783,489.414,1,1
4387,1918,0,13,42.0671,397.829,0.511519,3.02497,0.39053,0.530479,0.138212,3.06791,2.1871,0.138272,0.0173455,17.806,0.454407,-6.93256,54.4867,0.5427,2.81995,0.125542,115.086,0.132592,0.490736,0.227085,0.504843,0,0.840927,0.862817,-350.584,46.1279,0.544125,5.99387,0.52888,-0.260227,384.462,1,1
4388,1918,7,7,42.0671,141.889,-0.321943,-1.77644,0.471791,0.546561,0.0668303,1.80538,2.88409,0.074789,0.178493,17.0546,3.54825,1.93525,-9.56387,-0.3618,-1.87997,0.471675,120.924,3.11891,0.141216,0.258434,0.681032,0,0.840927,0.862817,409.791,-306.892,0.544125,5.99387,0.52888,-0.260227,384.462,1,1
4389,1918,9,10,42.0671,205.568,-1.67086,-0.411742,0.292356,0.675087,0.119517,1.72085,2.81666,0.119813,0.0356634,12.3359,0.725474,0.491609,3.39693,-1.6281,-0.313328,0.0601335,228.941,0.338543,0.238932,0.154037,0.429532,0,0.840927,0.862817,108.542,-408.765,0.544125,5.99387,0.52888,-0.260227,384.462,1,1
4390,1919,0,27,190.865,1828.03,-1.12615,0.701186,0.364846,0.670931,0.162972,1.3266,1.97995,0.163544,0.0416029,37.7914,1.20399,0.103046,6.77638,-0.7236,0.626656,1.17841,522.147,0.637311,1.38528,0.194509,0.470629,1,0.847202,0.862709,-113.996,-274.86,0.702514,5.78002,0.687322,-0.479857,364.57,1,1
4391,1919,1,5,190.865,164.936,3.5061,0.475402,0.533934,0.272445,0.133335,3.53819,2.68696,0.14208,0.555039,27.9307,11.9213,-0.368105,14.6436,3.618,0.626656,-0.749373,9.73677,0.155211,0.298204,0.280442,0.763175,1,0.847202,0.862709,369.612,432.517,0.702514,5.78002,0.687322,-0.479857,364.57,1,1
4392,1919,2,25,190.865,7091.54,1.39725,1.65109,0.614728,0.36806,0.14287,2.16297,0.961306,0.144415,0.0597085,1.77555,3.56104,1.25878,-0.893375,1.2663,1.56664,1.79634,90.4321,-0.875578,1.51139,0.462017,0.716737,0,0.847202,0.862709,-82.131,132.9,0.702514,5.78002,0.687322,-0.479857,364.57,1,1
4393,1919,4,16,190.865,707.944,2.63508,-0.812246,0.399071,0.521744,0.146685,2.75742,2.44989,0.147122,0.0554442,27.2975,1.29679,-0.980267,14.6835,2.5326,-0.626656,0.194547,102.284,0.0591511,0.853076,0.218194,0.488814,1,0.847202,0.862709,493.129,94.5983,0.702514,5.78002,0.687322,-0.479857,364.57,1,1
4394,1919,7,7,190.865,169.571,-0.0171042,-2.22107,0.402256,0.487203,0.101022,2.22113,3.20261,0.101037,0.0115631,15.0088,0.206869,3.61814,-17.9037,0,-1.87997,0.322121,71.0921,-0.217511,0.134133,0.222715,0.574745,0,0.847202,0.862709,628.019,-535.895,0.702514,5.78002,0.687322,-0.479857,364.57,1,1
4395,1919,9,22,190.865,2839.86,1.3839,-0.562761,0.568328,0.52696,0.127089,1.49395,1.52316,0.127459,0.0289124,46.1516,1.08765,-2.5104,24.141,1.2663,-0.313328,1.61396,295.207,0.184949,1.21322,0.346064,0.691636,0,0.847202,0.862709,299.833,-65.7588,0.702514,5.78002,0.687322,-0.479857,364.57,1,1
4396,1920,3,5,22.6659,102.676,-0.0757491,-0.8278,0.525585,0.372462,0.0932636,0.831259,1.92438,0.0960688,0.122986,19.6495,3.66424,2.1565,-5.50952,-0.1809,-0.939984,-0.245933,19.855,-1.94599,0.244487,0.287399,0.723674,0,0.843728,0.862701,99.0264,-350.899,0.609851,5.36423,0.594632,-0.892667,366.71,1,1
4397,1920,5,5,22.6659,77.456,-1.97186,0.585609,0.492241,0.356021,0.105695,2.05698,2.82919,0.110184,0.259045,16.9077,5.25346,0.00640766,4.96056,-2.1708,0.626656,0.0289772,18.8468,-2.1852,0.411196,0.24765,0.697751,0,0.843728,0.862701,-283.914,-273.192,0.609851,5.36423,0.594632,-0.892667,366.71,1,1
4398,1920,6,11,22.6659,195.637,0.411691,-1.22462,0.326738,0.722582,0.140856,1.29197,2.13156,0.150616,0.160414,34.5916,4.31596,3.48511,-22.0515,0.5427,-0.939984,0.50777,331.954,-0.834283,0.873995,0.172841,0.438751,0,0.843728,0.862701,170.485,-333.606,0.609851,5.36423,0.594632,-0.892667,366.71,1,1
4399,1920,9,13,22.6659,1148.25,0.167493,1.47496,0.716836,0.316259,0.115322,1.48444,0.912223,0.115326,0.00267169,54.1534,0.167806,-0.910735,13.495,0.3618,1.25331,0.843631,19.5161,0.167823,0.459145,0.380321,0.81803,0,0.843728,0.862701,-117.021,15.9662,0.609851,5.36423,0.594632,-0.892667,366.71,1,1
4400,1921,1,7,49.5118,140.988,2.78817,-1.7993,0.425433,0.448743,0.11255,3.31834,3.29654,0.113887,0.13204,23.3146,2.29555,-1.49097,19.5505,2.7135,-1.56664,0.468805,50.6368,-1.56042,0.351123,0.232857,0.578844,1,0.843753,0.862731,470.029,127.575,0.61142,6.01375,0.596201,-0.243207,477.713,1,1
4401,1921,4,21,49.5118,3359.09,0.169282,0.203117,0.553129,0.358623,0.160626,0.26441,0.943399,0.16154,0.0504982,2.76105,3.06839,1.08865,0.156119,0.1809,0.313328,0.852504,35.3031,-0.398826,2.197,0.3582,0.682149,0,0.843753,0.862731,56.9252,-79.409,0.61142,6.01375,0.596201,-0.243207,477.713,1,1
4402,1921,8,13,49.5118,248.007,-0.345925,-1.97746,0.334692,0.647365,0.135228,2.00749,3.07929,0.136117,0.075532,14.2105,1.40555,2.23207,-9.99442,-0.3618,-1.87997,0.0859664,220.857,-0.0892495,0.618378,0.169536,0.430226,0,0.843753,0.862731,384.702,-259.411,0.61142,6.01375,0.596201,-0.243207,477.713,1,1
4403,1922,2,14,45.2045,426.188,-0.20582,-0.930511,0.443588,0.578543,0.107804,0.953002,2.07869,0.10822,0.0346672,18.8662,0.955589,1.64221,-4.91302,-0.1809,-0.939984,0.52639,168.869,1.15709,0.552288,0.22495,0.600087,0,0.845539,0.862701,319.848,203.106,0.648516,7.29395,0.633309,1.0357,386.312,1,1
4404,1922,7,11,45.2045,262.671,-1.25424,1.83123,0.420789,0.515683,0.141939,2.21958,2.31239,0.14207,0.0284703,31.5359,0.705449,-0.446406,10.5417,-0.9045,1.56664,0.453737,96.6544,0.828213,0.856583,0.210857,0.559651,0,0.845539,0.862701,174.946,-299.588,0.648516,7.29395,0.633309,1.0357,386.312,1,1
4405,1922,9,9,45.2045,132.184,-1.90026,1.77899,0.398407,0.388143,0.18154,2.60304,2.89466,0.189513,0.458921,33.7802,9.12221,-0.16433,12.1619,-2.1708,1.87997,0.0295044,26.1632,0.756851,2.20482,0.225428,0.525941,1,0.845539,0.862701,278.975,-378.677,0.648516,7.29395,0.633309,1.0357,386.312,1,1
4406,1923,2,10,37.915,500.934,-0.0583423,-0.228591,0.505294,0.378602,0.14133,0.235919,1.41803,0.148189,0.179908,18.0789,7.28887,1.57596,-1.13305,0,0,0.514274,29.092,-0.634447,0.777159,0.279476,0.636549,0,0.84717,0.862669,261.99,-118.776,0.711054,6.39873,0.695865,0.138613,338.981,1,1
4407,1923,5,9,37.915,402.985,0.335049,-0.451369,0.450391,0.351196,0.150526,0.562132,1.41031,0.151019,0.0542082,55.6759,2.20283,2.88953,-11.7704,0.5427,-0.313328,0.510884,22.1756,0.732947,0.866172,0.238093,0.597628,0,0.84717,0.862669,325.681,-53.2432,0.711054,6.39873,0.695865,0.138613,338.981,1,1
4408,1923,7,12,37.915,833.879,1.09864,2.09664,0.545368,0.400235,0.123795,2.36704,1.25933,0.124055,0.0265579,17.3443,1.20839,5.49697,-32.6914,1.0854,1.87997,1.043,58.6499,-0.528109,0.619985,0.432049,0.654352,0,0.84717,0.862669,-264.095,5.05483,0.711054,6.39873,0.695865,0.138613,338.981,1,1
4409,1924,1,4,67.6054,153.607,3.3366,0.605079,0.687091,0.307253,0.0718734,3.39102,2.50643,0.0719323,0.0244052,16.7377,0.5579,-0.113212,8.14944,3.618,0.626656,-0.182282,8.83557,-2.36397,0.127478,0.362965,0.931136,1,0.843448,0.862773,287.813,340.749,0.604532,5.71094,0.58931,-0.545757,359.152,1,1
4410,1924,7,12,67.6054,939.127,0.817601,2.58842,0.479006,0.5051,0.121866,2.71448,1.72584,0.121866,0.000482877,18.3718,0.0160309,-68.0353,482.704,0.9045,2.19329,0.876808,125.108,-0.0411453,0.345277,0.259674,0.617282,0,0.843448,0.862773,-248.549,152.276,0.604532,5.71094,0.58931,-0.545757,359.152,1,1
4411,1924,8,20,67.6054,3041.36,1.65475,0.318972,0.705069,0.349382,0.127519,1.68522,0.976695,0.129637,0.0700672,48.8576,4.11388,-0.779797,13.3445,1.6281,0.313328,1.52992,56.2465,-0.156499,0.737729,0.501848,0.767825,1,0.843448,0.862773,135.403,39.3271,0.604532,5.71094,0.58931,-0.545757,359.152,1,1
4412,1924,9,7,67.6054,264.9,-0.857745,-0.763026,0.542729,0.420476,0.0967625,1.14801,2.35314,0.0984535,0.104485,4.5913,2.54489,1.04449,1.10185,-0.7236,-0.626656,0.213148,38.4594,-0.12666,0.117915,0.348939,0.706874,0,0.843448,0.862773,115.732,-399.866,0.604532,5.71094,0.58931,-0.545757,359.152,1,1
4413,1925,0,21,148.165,678.629,-2.31106,0.214319,0.287447,0.853476,0.154589,2.32097,3.22412,0.154963,0.0413452,16.1643,0.734765,0.191955,5.45554,-1.6281,0.313328,0.298887,629.422,-0.0322622,1.07048,0.151311,0.385968,0,0.847202,0.862663,44.765,-421.644,0.710724,6.12188,0.695535,-0.138227,466.62,1,1
4414,1925,1,18,148.165,1688.82,2.87456,1.25926,0.397919,0.527053,0.145995,3.13829,2.06579,0.149576,0.132697,16.2712,3.68296,0.129623,7.35202,2.5326,1.25331,0.164334,99.8851,-0.257711,0.950347,0.202506,0.545621,0,0.847202,0.862663,-20.2287,274.827,0.710724,6.12188,0.695535,-0.138227,466.62,1,1
4415,1925,3,36,148.165,6474.94,1.32098,-0.391395,0.559692,0.584377,0.14354,1.37774,1.34057,0.144642,0.0421755,50.9967,1.80287,-2.41431,23.1995,1.0854,0,1.71015,444.982,0.610611,1.7458,0.300774,0.697356,1,0.847202,0.862663,203.891,26.9381,0.710724,6.12188,0.695535,-0.138227,466.62,1,1
4416,1925,7,6,148.165,154.968,-2.79286,1.24521,0.5332,0.365049,0.118466,3.05788,3.66011,0.123315,0.362917,23.721,5.69049,-0.00539169,10.2003,-3.2562,1.25331,-0.274822,20.8576,-0.261904,0.777364,0.270178,0.700499,1,0.847202,0.862663,-171.007,-572.448,0.710724,6.12188,0.695535,-0.138227,466.62,1,1
4417,1925,9,11,148.165,560.671,2.91231,2.4292,0.394698,0.460035,0.138666,3.79244,2.59205,0.139111,0.0657076,1.19639,1.45259,0.799307,0.840549,2.7135,2.19329,-0.248167,56.6462,0.393381,0.616213,0.199224,0.563453,1,0.847202,0.862663,-250.207,353.712,0.710724,6.12188,0.695535,-0.138227,466.62,1,1
4418,1926,3,8,56.3863,429.118,-1.05423,0.651397,0.529025,0.475159,0.0817612,1.23925,1.91346,0.0872391,0.124383,34.3241,3.72709,0.0456316,5.8002,-1.0854,0.626656,0.543526,75.3195,2.77898,0.241075,0.278961,0.670939,0,0.847526,0.86269,-58.4565,-315.281,0.712859,5.96224,0.69767,-0.297917,362.174,1,1
4419,1926,7,14,56.3863,2033.07,1.81811,0.600381,0.713135,0.357837,0.104567,1.91468,1.00541,0.105421,0.0393539,31.1545,2.24326,-0.228665,8.42554,1.809,0.626656,1.11268,40.1159,0.114887,0.351032,0.430657,0.813414,0,0.847526,0.86269,111.71,136.486,0.712859,5.96224,0.69767,-0.297917,362.174,1,1
4420,1926,8,5,56.3863,94.362,3.17977,-0.433055,0.578029,0.328294,0.111877,3.20913,2.66802,0.114762,0.221037,26.0524,4.75223,-0.66964,14.0651,3.0753,-0.313328,0.0368001,11.8395,0.00998971,0.167934,0.311905,0.789915,1,0.847526,0.86269,474.304,349.394,0.712859,5.96224,0.69767,-0.297917,362.174,1,1
4421,1927,3,16,35.3214,1491.43,0.542002,1.12494,0.580864,0.266098,0.183178,1.2487,0.399296,0.186611,0.0737034,64.0486,10.6368,-1.26515,15.0137,0.5427,0.939984,0.867832,13.5992,0.296042,1.82299,0.368794,0.760896,0,0.843174,0.862771,-37.7851,8.63001,0.592948,5.26981,0.577722,-0.986427,393.702,1,1
4422,1927,5,6,35.3214,157.617,3.08369,0.62897,0.633098,0.334689,0.0968129,3.14718,2.25268,0.0970449,0.0471453,18.6848,1.1992,-0.125559,8.42582,2.8944,0.626656,0.107461,14.1044,0.0649951,0.320394,0.359923,0.785321,0,0.843174,0.862771,327.787,146.239,0.592948,5.26981,0.577722,-0.986427,393.702,1,1
4423,1927,9,11,35.3214,238.602,-1.61225,0.480375,0.362382,0.53481,0.161754,1.68229,2.48502,0.161795,0.0178438,25.0321,0.411419,0.148388,5.96695,-1.0854,0.626656,0.228969,103.913,1.0456,1.77138,0.209856,0.495046,0,0.843174,0.862771,-251.307,-244.314,0.592948,5.26981,0.577722,-0.986427,393.702,1,1
4424,1928,0,9,98.782,159.338,0.7705,-2.1522,0.381798,0.52479,0.115029,2.28596,3.01584,0.115561,0.0652573,22.3805,1.23987,21.3407,-154.189,0.7236,-1.87997,0.126421,89.1756,0.203991,0.214765,0.217506,0.540907,0,0.846445,0.862681,551.159,396.859,0.678431,6.9167,0.663233,0.657513,380.864,1,1
4425,1928,2,11,98.782,188.503,-1.40635,-1.71044,0.288473,0.707478,0.128381,2.21436,3.41994,0.12878,0.0497918,0.940731,0.834213,1.17632,-0.465428,-0.9045,-0.939984,0.447883,310.053,-0.347481,0.434094,0.15099,0.419924,1,0.846445,0.862681,593.402,28.7259,0.678431,6.9167,0.663233,0.657513,380.864,1,1
4426,1928,6,12,98.782,529.257,2.96883,1.76769,0.362127,0.519944,0.13174,3.45524,2.30728,0.13177,0.0128932,7.99646,0.320174,0.419824,4.3226,2.7135,1.56664,0.339467,100.046,0.373935,0.50548,0.187756,0.533344,1,0.846445,0.862681,-329.676,157.563,0.678431,6.9167,0.663233,0.657513,380.864,1,1
4427,1929,1,6,52.9444,179.61,3.03046,-0.372199,0.531914,0.371996,0.102466,3.05323,2.51192,0.102526,0.0245845,23.0075,0.56077,-0.577572,11.4271,3.0753,-0.313328,0.168131,23.1412,0.283558,0.13741,0.283275,0.728902,1,0.843094,0.862771,67.8675,433.67,0.592886,6.73219,0.57766,0.475953,372.553,1,1
