clean_number,event_number,axis_scatter,numb_pix,energy,size,Xc[0],Yc[0],con2,length[0],width[0],dist[0],dist[1],azwidth[1],miss[1],alpha[0],alpha[1],a_axis[0],b_axis[0],x_max_coord,y_max_coord,skewness_l,kurtosis_l,skewness_w,kurtosis_w,con1,con3,edge,source_x,source_y,x_ground,y_ground,tel_tet,tel_fi,source_tet,source_fi,Xmax,num_islands,con_selected_island
1333,586,5,14,175.892,279.2,-3.22896,0.243033,0.273295,0.688265,0.146193,3.2381,4.12214,0.159328,0.388259,7.54557,5.40464,0.0566307,3.53144,-3.0753,0.313328,-0.0753724,270.153,-0.0554678,0.931261,0.136845,0.378585,1,0.846328,0.862701,-120.316,-570.198,0.676053,5.8762,0.660854,-0.382917,469.529,1,1
1334,586,8,25,175.892,1363.68,-1.00123,-1.3218,0.25703,0.812273,0.151289,1.6582,2.86104,0.152587,0.0711917,4.50592,1.42585,1.12439,-1.62541,-0.5427,-0.939984,0.50829,652.888,0.0365283,1.14125,0.133485,0.373337,1,0.846328,0.862701,217.925,-333.83,0.676053,5.8762,0.660854,-0.382917,469.529,1,1
1335,587,2,42,50.9939,3929.4,0.344267,0.984759,0.536748,0.463724,0.24693,1.0432,0.515502,0.259086,0.103005,72.8946,11.5262,-0.037786,8.27336,0.5427,0.939984,1.53219,147.285,0.680485,15.6463,0.446013,0.62504,1,0.845123,0.862755,9.62608,-24.0234,0.641466,6.98554,0.626256,0.727523,438.56,1,1
1336,587,4,9,50.9939,159.556,-1.49379,2.4556,0.345941,0.589026,0.117308,2.87426,2.82979,0.117344,0.0143594,24.7221,0.290742,-0.673617,12.0179,-1.2663,2.19329,0.0378588,134.867,0.222783,0.208236,0.177048,0.474511,0,0.845123,0.862755,6.85801,-421.646,0.641466,6.98554,0.626256,0.727523,438.56,1,1
1337,588,0,4,56.9362,99.964,-2.16416,1.27875,0.66533,0.299965,0.0839499,2.51372,3.03498,0.0870351,0.242057,27.2748,4.57452,-0.0577109,9.56759,-1.809,1.25331,-0.0277059,6.51134,2.84465,0.271828,0.36213,0.918821,1,0.84218,0.862789,-334.817,-344.906,0.573975,5.65009,0.558742,-0.605367,457.408,1,1
1338,588,9,25,56.9362,3685.18,1.4451,1.67251,0.469506,0.437294,0.163147,2.21034,1.00954,0.165217,0.0648584,0.472999,3.68355,1.17687,-0.233663,1.2663,1.56664,1.16258,100.542,-0.302122,2.06379,0.313944,0.601051,0,0.84218,0.862789,-34.8751,92.9243,0.573975,5.65009,0.558742,-0.605367,457.408,1,1
1339,589,4,5,59.7814,74.083,-0.739755,-2.71039,0.60084,0.28987,0.116948,2.80953,3.90773,0.127536,0.7496,2.44577,11.0593,4.3943,4.48024,-0.9045,-2.81995,-0.3624,9.28231,-0.334663,0.206702,0.31053,0.778775,0,0.842159,0.86283,299.135,-506.014,0.565528,5.6084,0.550291,-0.646677,504.446,1,1
1340,590,5,12,49.1532,1615.24,0.0422509,1.21933,0.660014,0.286781,0.125407,1.22006,0.880259,0.126107,0.0452654,71.0301,2.94761,-0.382953,10.2447,0,1.25331,0.671462,15.9295,-0.323799,0.458699,0.474761,0.777971,0,0.847018,0.862672,-139.076,-31.375,0.707305,5.39267,0.692115,-0.867347,329.791,1,1
1341,590,9,9,49.1532,1243.61,1.32631,1.17981,0.588244,0.244801,0.153811,1.77512,0.574713,0.153811,0.001208,8.28285,0.120431,0.658671,2.53907,1.4472,1.25331,0.648044,7.25002,0.0611682,0.736724,0.33128,0.814395,0,0.847018,0.862672,13.637,79.5814,0.707305,5.39267,0.692115,-0.867347,329.791,1,1
1342,591,1,14,132.123,268.953,1.66378,-2.46951,0.285931,0.837368,0.12107,2.97769,3.43137,0.121159,0.0192444,19.8423,0.321338,-3.97327,34.3377,1.4472,-1.87997,0.37023,592.621,0.00598625,0.254438,0.170283,0.399196,1,0.844958,0.862729,240.765,630.94,0.639891,7.28959,0.624681,1.03162,360.361,1,1
1343,591,2,10,132.123,336.473,0.361076,-1.82523,0.334672,0.547948,0.120509,1.8606,2.73116,0.120667,0.0315051,20.7341,0.660946,5.94767,-32.9419,0.3618,-1.87997,0.0779781,112.543,0.0164817,0.300686,0.192741,0.464902,0,0.844958,0.862729,392.007,454.729,0.639891,7.28959,0.624681,1.03162,360.361,1,1
1344,591,3,16,132.123,722.988,-0.476152,-1.2912,0.317076,0.667895,0.139113,1.37619,2.5268,0.14109,0.0910292,13.3451,2.06455,1.50584,-4.7611,-0.1809,-0.939984,0.381469,290.525,0.509856,0.61874,0.174581,0.430484,0,0.844958,0.862729,395.106,235.217,0.639891,7.28959,0.624681,1.03162,360.361,1,1
1345,592,1,21,125.164,802.605,-1.66876,-0.152829,0.31792,0.897307,0.138887,1.67574,2.71146,0.141786,0.0872532,18.6079,1.84406,0.441899,4.84738,-1.4472,0,0.88557,1185.31,-0.209828,0.89126,0.164229,0.428175,0,0.845326,0.86275,78.3971,-377.217,0.654279,6.01844,0.639073,-0.240007,395.587,1,1
1346,592,4,9,125.164,308.224,3.05846,-0.0129296,0.462475,0.37694,0.134994,3.05849,2.38008,0.139368,0.234275,26.9941,5.64886,-0.514731,12.9466,2.8944,0,-0.359589,25.5922,0.257635,0.49925,0.25084,0.658038,1,0.845326,0.86275,290.234,321.726,0.654279,6.01844,0.639073,-0.240007,395.587,1,1
1347,592,9,12,125.164,370.879,-1.34871,2.7008,0.377519,0.535142,0.142454,3.01883,2.8622,0.145136,0.154121,20.4224,3.08671,-0.93386,11.951,-1.0854,2.50662,0.216835,98.5639,0.0262998,0.675531,0.242362,0.499966,1,0.845326,0.86275,-429.266,-246.6,0.654279,6.01844,0.639073,-0.240007,395.587,1,1
1348,594,1,10,29.1231,1261.49,1.70306,1.58522,0.645182,0.342907,0.10663,2.32666,1.12101,0.107443,0.0453647,0.496155,2.31926,0.914778,0.226417,1.6281,1.56664,0.705331,25.4107,-0.0561163,0.261676,0.439029,0.745785,0,0.845979,0.862671,-31.8641,168.587,0.663709,5.67023,0.648507,-0.588507,384.01,1,1
1349,595,0,6,77.548,100.407,0.163892,3.78208,0.434432,0.474827,0.108942,3.78563,2.99772,0.111222,0.145335,18.3895,2.77889,-3.50863,36.1286,0.1809,3.4466,-0.091408,45.6847,-0.584877,0.279213,0.223062,0.634189,1,0.844822,0.862715,-617.702,215.946,0.632715,5.74881,0.617503,-0.508907,366.222,1,1
1350,595,2,18,77.548,1524.06,1.95162,-0.0278496,0.565457,0.513156,0.126466,1.95182,1.4206,0.127425,0.0445813,39.802,1.79835,-0.857697,13.6488,1.809,0,1.31268,190.587,-0.107556,0.52209,0.293442,0.655284,1,0.844822,0.862715,225.033,53.6137,0.632715,5.74881,0.617503,-0.508907,366.222,1,1
1351,595,4,21,77.548,1585.71,-0.431447,0.20992,0.489024,0.559589,0.141455,0.479805,1.43353,0.141976,0.032147,54.3193,1.28497,0.540114,3.67289,-0.1809,0.313328,1.35228,268.624,0.0943014,0.780283,0.368347,0.589417,0,0.844822,0.862715,7.38484,-214.936,0.632715,5.74881,0.617503,-0.508907,366.222,1,1
1352,595,6,19,77.548,996.432,-0.0950876,2.39885,0.286333,0.559753,0.17292,2.40073,1.80087,0.176602,0.121361,33.0552,3.86409,-1.41104,18.7784,0.1809,2.19329,0.621032,177.465,0.0318678,1.36011,0.147678,0.39894,1,0.844822,0.862715,-299.839,12.4813,0.632715,5.74881,0.617503,-0.508907,366.222,1,1
1353,596,1,16,120.442,688.464,2.1858,-1.24309,0.42253,0.587207,0.112999,2.51455,2.49673,0.115277,0.0988037,30.145,2.26797,-1.71627,20.7988,1.9899,-0.939984,0.435537,170.083,0.709311,0.675821,0.238681,0.567221,1,0.84447,0.862735,407.584,176.428,0.618286,6.21638,0.603069,-0.0408173,393.583,1,1
1354,596,2,7,120.442,141.646,-2.4028,-0.879504,0.392909,0.420729,0.137833,2.55871,3.68513,0.137835,0.00557288,8.0237,0.0866463,0.534578,3.35805,-2.8944,-1.25331,0.060502,31.5385,0.166803,0.523916,0.197739,0.572667,0,0.84447,0.862735,325.224,-564.767,0.618286,6.21638,0.603069,-0.0408173,393.583,1,1
1355,597,0,27,143.74,3125.96,2.75845,1.24284,0.360996,0.556856,0.189774,3.0255,1.95418,0.189964,0.0316839,13.969,0.928998,0.181467,6.15485,2.5326,1.25331,0.317438,132.686,0.353721,5.16178,0.19212,0.491875,1,0.841576,0.862791,-21.4442,205.804,0.558216,6.18172,0.542977,-0.0730373,480.691,1,1
